id,name,breed_time,buy_price,hatch_time,breedable,hatch_xp,description
852,Neo-hanzo Dragon,3 Days ,4500,2 Days ,No,500000,"The Neo-hanzo Dragon is a Legendary Dragon   with the primary typing of Legend. The Neo-hanzo Dragon can also learn War, Electric and  Metal moves.      The Neo-Hanzo Dragon couldn’t get his enemies nor his squad to take him seriously so he hired someone to build him a massive robotic hand with built-in electromagnetic force. Now everyone listens to him to avoid getting totally obliterated."
853,Alloy Dragon,3 Days ,4500,2 Days ,No,500000,"The Alloy Dragon is a Legendary Dragon   with the primary typing of Metal. The Alloy Dragon can also learn Pure and  Dark moves.      The Alloy Dragon wanted to live a life of solitude but ever since it came out that his red gemstone is worth more than diamonds he now lives a life of defense. It’s a good thing his metal claws are sharp, sharp enough to sever a limb."
854,High Resolution Dragon,,,,,,
855,Cloud Master Dragon,,,,,,
856,Warlord Dragon,3 Days ,4500,2 Days ,No,500000,"The Warlord Dragon is a Legendary Dragon   with the primary typing of War. The Warlord Dragon can also learn Flame, Terra and  Metal moves.      When it comes to the Warlord Dragon, it’s wise not to challenge him. He fearlessly claims everything he wants, and everything he wants he conquers. His war mentality keeps him one step ahead and his fiery sword torches anything it touches."
857,Peculiar Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Peculiar Dragon is a Very Rare Dragon   with the primary typing of Sea. The Peculiar Dragon can also learn Nature and  Electric moves.      Don’t be perturbed by this dragon’s weird behavior. The Peculiar Dragon used to have trouble fitting in but to avoid getting picked on he worked endlessly on his battle skills. Now, let’s just say he’s one of the most popular dragons around."
858,Heaven Dragon,3 Days ,4500,2 Days ,No,500000,"The Heaven Dragon is a Legendary Dragon   with the primary typing of Light. The Heaven Dragon can also learn Pure, Nature and  Sea moves.      The Heaven Dragon holds the utmost standard of grace and virtue. She’s so pure that she instinctually attacks anything that is evil in her eyes, even if you don’t agree. Her blasts seem delicate, but make no mistake they are extremely fatal."
859,Durukuru Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Durukuru Dragon is a Very Rare Dragon   with the primary typing of War. The Durukuru Dragon can also learn Nature and  Light moves.      This dragon began concocting spells as a hobby-but now needs a tool belt to hold them all. His unmatched skills transformed him from novice to guru, with enough power to overthrow any enemy. A good reminder: big things come in small packages."
860,Bastion Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Bastion Dragon is a Epic Dragon   with the primary typing of War. The Bastion Dragon can also learn Metal, Sea and  Terra moves.      The Bastion Dragon is as chilling as his aura, which can be felt before he’s even seen. He never makes empty threats and always delivers on every one. As the most experienced warrior, his reputation matches his ruthlessness."
861,Einar Dragon,3 Days ,4500,2 Days ,No,500000,"The Einar Dragon is a Legendary Dragon   with the primary typing of War. The Einar Dragon can also learn Terra, Light and  Flame moves.      This beast has an instinct to ravage. Due to this, it was captured and held in chains for illegal battles by underground organizers. But being in chains only made him more aggressive. Unable to be contained-he escaped and is even more savage."
862,Mindrake Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Mindrake Dragon is a Very Rare Dragon   with the primary typing of Dark. The Mindrake Dragon can also learn Electric and  Ice moves.      Can’t sit still? Neither can the Mindrake Dragon. This funky creature relies on the electric power of the disco and won’t stop grooving until everyone has given their best shot at The Hustle. He’s never down, unless you turn off his tunes."
863,Malice Striker Dragon,,,,,,
864,Protector Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Protector Dragon is a Epic Dragon   with the primary typing of War. The Protector Dragon can also learn Light, Metal and  Dark moves.      The Protector Dragon is a highly trained beast. Usually seen protecting the Malice Striker Dragon from predators, when no one is looking he uses the poison for himself, making him completely unstoppable and one to watch out for in battle."
865,Ternion Dragon,3 Days ,4500,2 Days ,No,500000,The Ternion Dragon is a Legendary Dragon   with the primary typing of Legend. The Ternion Dragon can also learn Primal and  Pure moves.      Enemies of the Ternion Dragon never last long because this warrior is a well-oiled machine and has programmed himself to destroy all those against him. He never misses a beat and will ruthlessly go far and wide to ensure that the job is done.
866,Shielded Dragon,24 Hours ,2000,17 Hours ,No,120000,"The Shielded Dragon is a Rare Dragon   with the primary typing of War. The Shielded Dragon can also learn Terra and  Metal moves.      The Shielded Dragon is the ultimate protector but he’s also a paramount attacker. His shields are made from naturally occurring metals, are highly impenetrable, and are self charging, so when he attacks there’s no limit to the damage he can do."
867,Furry Dragon,3 Days ,4500,2 Days ,No,500000,"The Furry Dragon is a Legendary Dragon   with the primary typing of Electric. The Furry Dragon can also learn Legend and  War moves.      This dragon would make for the perfect pet, but there’s one problem: his unique fur creates a sharp electric charge making him terribly aggressive. Who can blame him? All that voltaic energy has to be unleashed somehow."
868,Aqua Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Aqua Dragon is a Very Rare Dragon   with the primary typing of Sea. The Aqua Dragon can also learn Nature and  Pure moves.      Looks can be deceiving and that’s certainly the case with the Aqua Dragon. This fun dragon is full of energy and resisting the urge to pick it up can be hard however, while cute, it is venomous and its attacks are excruciatingly painful."
869,Modern Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Modern Dragon is a Epic Dragon   with the primary typing of Metal. The Modern Dragon can also learn Electric and  Light moves.      The Modern Dragon has arrived from the future, bearing not only lots of valuable information from the history to come, but also the most interesting technology. He himself is a robotic work of art!"
870,Shadow Dragon,24 Hours ,2000,17 Hours ,No,120000,"The Shadow Dragon is a Rare Dragon   with the primary typing of War. The Shadow Dragon can also learn Dark and  Flame moves.      The only light this dragon likes is the light it emits with its barreling flames. As the self-proclaimed protector of darkness, the Shadow Dragon thrives in obscurity and lurks in the corners of the night extracting any drop of light it sees."
871,Rogue Dragon,3 Days ,4500,2 Days ,No,500000,"The Rogue Dragon is a Legendary Dragon   with the primary typing of War. The Rogue Dragon can also learn Dark, Nature and  Legend moves.      Few have survived an attack from the Rogue Dragon and those that have, have it etched in their memory. With sharp serrated claws that draw energy from dark forces, this dragon follows no rules and does whatever he wants."
872,Eggshell Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Eggshell Dragon is a Legendary Dragon   with the primary typing of Light. The Eggshell Dragon can also learn Pure and  Sea moves.      The Eggshell Dragon is a hoarder and makes use of everything. He doesn’t believe in waste which is why when Humpty Dumpty had his great fall, this dragon found the remains and made a suit. Well, one man’s trash is another man’s treasure."
873,Psychic Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Psychic Dragon is a Epic Dragon   with the primary typing of Pure. The Psychic Dragon can also learn Nature, Dark and  Electric moves.      No one really knows if the Psychic Dragon actually has psychic abilities. He’s always trying to mind read, predict the future, and promises he can see things with his third eye. Odd thing is: he only sees himself winning all the battles."
874,Clockwork Dragon,3 Days ,4500,2 Days ,No,500000,"The Clockwork Dragon is a Legendary Dragon   with the primary typing of Legend. The Clockwork Dragon can also learn Metal, Electric and  Light moves.      Time flies when you’re having fun-except for when the Clockwork Dragon is around. It was once a beautiful display but got sick of wasting time not being used. Now it flies around the city giving ultimatums and warnings against wasting time."
875,Sketch Dragon,3 Days ,4500,2 Days ,No,500000,"The Sketch Dragon is a Legendary Dragon   with the primary typing of Pure. The Sketch Dragon can also learn Flame, Light and  Dream moves.      Deus made a few sketches for new dragons but wasn’t entirely happy with them…so he threw them out. The Sketch Dragon was upset by this but wanted to prove his worth. Who knew a 2D masterpiece could have such fierce attacks!"
876,Praetorian Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Praetorian Dragon is a Epic Dragon   with the primary typing of War. The Praetorian Dragon can also learn Pure, Dark and  Light moves.      Things at the War Arena can get pretty messy, so from the start, the Praetorian Dragon was handpicked by Deus to oversee battles and keep the rule of law. He is the Arena’s permanent guard, but he occasionally jumps into battle himself to show how it is done."
877,Jolts Dragon,9 Hours ,1500,9 Hours ,Yes,60000,"The Jolts Dragon is a Common Dragon   with the primary typing of Primal. The Jolts Dragon can also learn Electric moves.      This dragon is a bit of an oddball and built a lightning rod on his head hoping to communicate with extraterrestrial creatures…it didn’t work. Instead, he’s constantly zapped with electricity that’s so powerful it wipes out anything he touches."
878,Gorge Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,The Gorge Dragon is a Epic Dragon   with the primary typing of Primal. The Gorge Dragon can also learn Pure moves.      This dragon spends most of his time brushing his hair and dishing out compliments… only so he can get them right back. Make sure to keep a list of adoring words on hand because if you don’t compliment him back you’ll never hear the end of it.
